Date,Company/Brand,Founded,HeadQuarter,Founders,Investor,Amount($),Stage,Year,Sector
2020-07-09,Consure Medical,2016,Delhi,"Nishith Chasmawala, Amit Sharma","Accel Partners, Jungle Ventures",480000.0,Series A,2020,Healthcare
2020-07-10,Inntot,2014,Kerala,Rajith Nair,Unicorn India Ventures,3000000.0,Series A,2020,Technology
2020-07-11,RuralBasket,2019,Tamilnadu,Palani Rajan,Nativelead Foundation,500000.0,Series A,2020,E-Commerce
2020-07-11,GetVantage,2016,Mumbai,Bhavik Vasa,"Samyakth Capital, Venture Catalysts",3000000.0,Seed Round,2020,FinTech
2020-07-12,TaxBuddy.com,2019,Mumbai,Sujit Bangar,Zenith Global,1000000.0,Series A,2020,FinTech
2020-07-12,Steradian Semiconductors,2016,Bangalore,"Gireesh Rajendran, Ashish Lachhwani, Apu Sivadas, Rakesh Kumar and Alok Joshi",Endiya Partners.,3000000.0,Series A,2020,Technology
2020-07-12,Keito,2016,Pune,Amal PS,Suma Soft Pvt Ltd,160000.0,Seed Round,2020,Technology
2020-07-12,PhoneParLoan,2015,Delhi,Ringaile Noq,Accelerator MOX,3000000.0,Series A,2020,FinTech
2020-07-13,Leap Club,2016,Gurugram,"Ragini Das, Anand Sinha","Whiteboard Capital, FirstCheque, Artha India Ventures, Sweta Rau, Deepak Abbot, Amrish Rau, Harpreet Singh Grover",340000.0,Seed Round,2020,Other
2020-07-13,The Health company,2018,Gurugram,"Devansh Jain Nawal, Ackshay Jain","VCATS, First Cheque, 9Unicorns, Marquee investors",350000.0,Series A,2020,Technology
2020-07-14,Rentmojo,2012,Bangalore,Geetansh Bamania,"Chiratae Ventures, Accel Partners, BCIP Venture Associates, Bain Capital, Renaud Laplanche",3226000.0,Series A,2020,Logistics
2020-07-14,CarTrade,2009,Mumbai,Vinay Sanghi,"Pincus, JP Morgan, Temasek, March Capital",42500000.0,Series H,2020,Automotive
2020-07-14,PayMart,2015,Chandigarh,Amit Narang,"IIM Ahmedabad’s incubator (CIIE.CO),Chandigarh Angels Network",3000000.0,Series A,2020,FinTech
2020-07-14,Fleeca India,2016,Jaipur,Tikam Jain,Bridgestone India,3000000.0,Series A,2020,Automotive
2020-07-15,Let's Dive,2020,Bangalore,"Nitesh Agrawal, Om Prakash",Surge,1700000.0,Series A,2020,Technology
2020-07-15,Charcoal Eats,2015,Mumbai,"Anurag Mehrotra, Krishnakant Thakur, Mohammed Bhol, Gautam Singh",Lokmat Investments,2000000.0,Series A,2020,Technology
2020-07-15,Credgencies,2018,Bangalore,"Rishabh Goel, Anand Agrawal, Mayank Khera",Titan Capital,3000000.0,Seed Round,2020,Technology
2020-07-16,SnackAmor,2016,Mumbai,Deepak Grover,Undisclosed,3000000.0,Seed Round,2020,Consumables
2020-07-17,Zetwerk,2018,Bangalore,"Amrit Acharya, Srinath Ramakkrushnan, Vishal Chaudhary",InnoVen capital,2200000.0,Series A,2020,Marketing
2020-07-17,ConnectedH,2016,Gurgaon,"Shubham Gupta, Suresh Singh",Venture Catalysts,3000000.0,Series A,2020,Automotive
2020-07-17,Aviom,2016,New Delhi,Kajal Ilmi,"Insitor Partners, C4D Partners",682000.0,Debt,2020,Finance
2020-07-17,OM Bhakti,2016,Bangalore,"Sridhar Joshi, Prashant Kulkarni",Venture Catalysts,3000000.0,Seed Round,2020,Consumables
2020-07-17,Ola Financial Services,2016,Bangalore,Bhavish Aggarwal,Matrix Partners,27000000.0,Series A,2020,FinTech
2020-07-19,Customfit ai,2019,Bangalore,"Ashwin Kumar, Shoaib Mohammed",Venture Catalysts,3000000.0,Series A,2020,Technology
2020-07-20,GrayQuest,2017,Mumbai,Rishab Mehta,Foundation Holdings,1000000.0,Pre-series A,2020,Education
2020-07-20,Bira91,2015,New Delhi,Ankur Jain,Anicut Capital,764000.0,Series A,2020,Consumables
2020-07-20,Konfinity,2018,Noida,"Navratn Singh, Kamal Pandey",Angel investors,3000000.0,Series A,2020,Education
2020-07-21,Aagey,2016,Bangalore,Akaash Shankar,"JITO Angel Network, Ketan Kothari, Girish Jain, Sunil Singhvi, Vinay Jain",3000000.0,Series A,2020,FinTech
2020-07-21,Callido Learning,2016,Mumbai,Sriram Subramanian,Education Catalyst Fund,3000000.0,Series A,2020,Education
2020-07-21,Rooter,2016,Delhi,"Piyush, Dipesh Agarwal","Paytm, leAD Sports, Rockstud Capital, Founder Bank Capital",1700000.0,Pre-series A,2020,Gaming
2020-07-22,Daalchini,2017,Bangalore,"Prerna Kalra, Vidya Bhushan",Artha Venture Fund,669000.0,Pre-series A,2020,Technology
2020-07-22,GetWork,2019,Gurugram,Rahul Veerwal,India Accelerator,40000.0,Pre-seed,2020,Technology
2020-07-22,Toch,2016,Mumbai,"Vinayak Srivastav, Saket Dandotia, Alok Patil","Chinaccelerator, 9 Unicorns Fund, Inflection Point Ventures",1000000.0,Pre-series A,2020,Technology
2020-07-22,Winuall,2018,Bangalore,Ashwini Purohit,"Ankit Bhati, Nitin Gupta",3000000.0,Series A,2020,Education
2020-07-22,DeepTek,2018,Pune,"Amit Kharat, Ajit Patil, Aniruddha Pant",GHV Accelerator,3000000.0,Series A,2020,Healthcare
2020-07-22,SOAL,2017,Mumbai,"Pratik Agarwal, Raj Desai, Varsha Bhambhani","Krishnan Menon, Srinivas Kollipara",1000000.0,Series A-1,2020,Education
2020-07-22,BulBul,2018,Gurgaon,"Sachin Bhatia, Atit Jain",Info Edge,8700000.0,Series A,2020,Other
2020-07-24,Lido Learning,2016,Mumbai,Sahil Sheth,"Pecus Capital, Madhur Deora",3000000.0,Series A,2020,Education
2020-07-24,SUGAR cosmetics,2012,Mumbai,"Kasuhik Mukherjee, Vineeta Singh","A91 Partners, RB Investments Pte. Ltd",2000000.0,Debt,2020,Wellness/Beauty
2020-07-24,ERPNext,2008,Mumbai,Rushabh Mehta,Rainmatter,1000000.0,Series A,2020,Technology
2020-07-24,NuNu TV,2016,Bangalore,Byju Raveendran,Risers Accelerators,670000.0,Series A,2020,Media/Entertainment
2020-07-25,SignalX,2018,Hyderabad,Govind Balachandran,Venture Catalysts,750000.0,Series A,2020,Technology
2020-07-25,SoOLEGAL,2015,New Delhi,Manish Kaul,Venture Catalysts,4000000.0,Series A,2020,Technology
2020-07-26,Carbon Clean,2009,Bangalore,"Aniruddha Sharma, Prateek Bumb","WAVE Equity Partners, Chevron Technology Ventures, Marubeni Corporation.",16000000.0,Series A,2020,Other
2020-07-26,Bikayi,2019,Hyderabad,"Sonakshi Nathani, Ashutosh Singla",Mantis ventures,2000000.0,Seed Round,2020,E-Commerce
2020-07-27,Medicus,2016,Mumbai,"Bhavesh Shah, Manav Shah",Angel investors,12700.0,Series A,2020,Healthcare
2020-07-27,Toppr,2013,Mumbai,"Zishaan Hayath, Hemanth Goteti","Kaizenvest, Foundation Holdings",35000000.0,Series D,2020,Education
2020-07-27,Settl,2015,Gurugram,"Amit Singh, Deepanshu Malviya","Sojitz, SIG Global India Fund",3000000.0,Series A,2020,Logistics
2020-07-27,NoBroker,2014,Bangalore,"Amit Kumar Agarwal, Akhil Gupta, Saurabh Garg",General Atlantic,30000000.0,Series A,2020,Real Estate
2020-07-28,Reliance Retail,2006,Mumbai,Mukesh Ambani,"Abu Dhabi Investment Authority, GIC",10000000.0,Series A,2020,E-Commerce
2020-07-29,WayCool Foods,2015,Chennai,"Karthik Jayaraman, Sanjay Dasari","FMO, IndusInd Bank",7800000.0,Debt,2020,Technology
2020-07-31,Fourth Partner Energy,2010,Hyderabad,"Saif Dhorajiwala, Vikas saluguti, Vivek Subramanian","responsAbility, Grameen Impact India (GIII)",16000000.0,Series A,2020,Energy
2020-08-01,Ergos,2016,Bangalore,"Kishor Jha, Praveen Kumar",Aavishkar Capital,4598000.0,Series A,2020,Technology
2020-08-02,Credgenics,2018,Gurugram,"Anand Agrawal, Mayank Khera, Rishabh Goel","Accel India, Breadlake Ventures",3000000.0,Pre-series A,2020,FinTech
2020-08-03,WinZO,2016,New Delhi,"Paavan Nanda, Saumya Singh Rathore","Makers Fund, Courtside Ventures",18000000.0,Series B,2020,Gaming
2020-08-03,Zomato,2008,Gurgaon,"Deepinder Goyal, Gaurav Gupta, Pankaj Chaddah","Kora, Tiger Global Management",660000000.0,Series A,2020,Consumables
2020-08-03,FITTR,2016,Pune,"Jitendra Chouksey, Sonal Singh, Jyoti Dabas, Bala Krishna Reddy, Rohit Chattopadhyay.",Surge,2000000.0,Pre-series A,2020,Wellness/Beauty
2020-08-03,Aibono,2014,Bangalore,Vivek Rajkumar,"Menterra Venture Advisors, Rianta Capital",2000000.0,Pre-series A,2020,Technology
2020-08-04,Lido Learning,2019,Mumbai,Sahil Sheth,"BAce Capital, Madhur Deora",7500000.0,Series B,2020,Education
2020-08-04,Traya,2016,Mumbai,"Altaf Saiyed, Saloni Anand","Kae Capital, Whiteboard Capital",3000000.0,Seed,2020,Healthcare
2020-08-05,Oga,2016,Bangalore,Ashish Rawat,Inflection Point Ventures,330000.0,Series A,2020,Wellness/Beauty
2020-08-05,Invideo,2016,Bangalore,Sanket Shah,Sequoia Capital’s Surge,2500000.0,Series A,2020,Media/Entertainment
2020-08-06,Ather Energy,2013,Bangalore,"Arun Vinayak, Swapnil Jain, Tarun Mehta",HeroMotoCorp Ltd and Sachin Bansal,35000000.0,Series D,2020,Automotive
2020-08-06,RaRa Delivery,2016,Bangalore,Karan Bhardwaj,"Der Shing Lim, 500 startups",800000.0,Seed Round,2020,Logistics
2020-08-06,CamCom,2017,Bangalore,"Ajith Nayar, Umesh, Mahesh Subramanian","Triton Investment Advisors,",3000000.0,Series A,2020,Technology
2020-08-06,Sleepy Owl,2016,Delhi,"Ajai Thandi, Arman Sood, Ashwajeet Singh",Rukam Capital,3000000.0,Series A,2020,Consumables
2020-08-06,Pine Labs,2016,Noida,"Lokvir Kapoor, Rajul Garg, Tarun Upaday",Mastercard,3000000.0,Series A,2020,FinTech
2020-08-06,LetsTransport,2015,Bangalore,"Pushkar Singh, Sudarshan Ravi, Ankit Parasher",Black Soil,1326000.0,Series A,2020,Technology
2020-08-08,Satyukt,2018,Bangalore,"Sat Tomer, Yukti Gill","NABVENTURES, Social Alpha (India)",500000.0,Seed,2020,Technology
2020-08-08,Leena AI,2015,New York,"Adit Jain, Anand Prajapati, Mayank Goyal","Alan Patricof, Jim Moffatt",8000000.0,Series A,2020,Technology
2020-08-08,TrulyMadly Matchmakers,2014,Gurugram,Snehil Khanor,"AngelList, Inflection Point Ventures, The Chennai Angels",110000.0,Pre-series A,2020,Lifestyle
2020-08-09,Kitchens Centre,2019,Delhi,Lakshay Jain,AngelList India,500000.0,Seed Round,2020,Technology
2020-08-09,Deepsync,2018,Bangalore,"Ishan Sharma, Rishikesh Kumar",Venkat Raju,300000.0,Series A,2020,Technology
2020-08-09,Recordent,2019,Hyderabad,Harish Mamtani,Venture Catalysts,3000000.0,Seed,2020,FinTech
2020-08-09,BuildPan,2019,Indore,"Sonal Dandotia, Shantanu S, Virendra Chouhan, Vaibhav Tiwari","Sunil Kumar Singhvi, Yusho Kawata",500000.0,Seed,2020,Technology
2020-08-09,Flickstree,2014,Mumbai,"Saurabh Singh, Rahul Jain, Nagender Sangra","MOX, Venture Catalysts",40900.0,Series A,2020,Technology
2020-08-09,MPL,2018,Bangalore,"Sai Srinivas Kiran G, Shubham Malhotra","Pegasus Tech Ventures, Base Partners",5000000.0,Series A,2020,Gaming
2020-08-11,Oziva,2016,Bangalore,"Aarti Gill, Mihir Gadani",Matrix Partners,5000000.0,Series A,2020,Agriculture
2020-08-11,Bolo Indya,2019,Gurgaon,"Tanmai Paul, Varun Saxena","India Accelerator, Sunil Kamath",400000.0,Series A,2020,Media/Entertainment
2020-08-12,Cashify,2009,Gurugram,"Amit Sethi, Mandeep Manocha, Nakul Kumar","Bessemer Venture Partners, CDH Investments",10000000.0,Debt,2020,E-Commerce
2020-08-12,Teach Us,2016,Bangalore,Byju Raveendran,Angel investors,12700.0,Seed Round,2020,Education
2020-08-13,Country Delight,2015,Haryana,"Chakradhar Gade, Nitin Kaushal","Orios Venture Partners, Matrix Partners India",25000000.0,Series C,2020,Consumables
2020-08-14,Purple Style Labs,2015,Mumbai,Abhishek Agarwal,"Jitendra Gupta, Astarc Ventures.",43000.0,Series A,2020,Lifestyle
2020-08-15,Zinier,2015,Bangalore,Arka Dhar,ICONIQ Capital,90000000.0,Series C,2020,Technology
2020-08-15,QTalk,2016,Bangalore,"Sagar Modi, Advaith Vishwanath","Accel India, Lightspeed Venture Partners",1600000.0,Seed Round,2020,Technology
2020-08-15,Postman,2014,Bangalore,"Abhijit Kane, Abhinav Asthana, Ankit Sobti",Insight Partners,150000000.0,Series C,2020,Technology
2020-08-15,StyleNook,2016,Mumbai,Lathika Pai,"Lead Angels Network, Stanford Angels",3000000.0,Series A,2020,E-Commerce
2020-08-15,Epigamia,2015,Mumbai,Rohan Mirchandani,KA Enterprise,2558000.0,Series C,2020,Consumables
2020-08-16,Dhurnia,2018,Haryana,"Ajay Kumar, Murari Singh","Chandigarh Angels Network, Modulor Capital",100000.0,Series A,2020,Education
2020-08-16,Biomoneta,2016,Bangalore,Dr Janani Venkatraman,"Beyond Next Ventures, ArthaVida Ventures, Dr Aniruddha Malpani",3000000.0,Seed Round,2020,Other
2020-08-16,Rare Planet,2015,Kolkata,"Ranodeep Saha, Vijay Kumar",Venture Catalysts,3000000.0,Pre-series A,2020,Technology
2020-08-16,Smart Coin,2015,Bangalore,"Amit Chandel, Rohit Garg, Vinay Kumar, Jayant Upadhyay",LGT LightstoneAspada,7000000.0,Series A,2020,FinTech
2020-08-16,Magicpin,2015,Gurugram,"Anshoo Sharma, Brij Bhushan",Lightspeed Venture Partners,3879000.0,Series A,2020,E-Commerce
2020-08-16,IPHM Services,2016,Mumbai,Dr. Sachin Bhavsar,Indian Angel Fund,3000000.0,Seed Round,2020,Healthcare
2020-08-17,Airmeet,2016,Bangalore,"Lalit Mangal, Vinay Jaasti, Manoj Singh",Accel India,3000000.0,Series A,2020,Media/Entertainment
2020-08-18,qZense,2019,Bangalore,"Rubal Chib, Dr Srishti Batra","Venture Catalysts, 9Unicorns Accelerator Fund",600000.0,Seed,2020,Technology
2020-08-18,Infilect,2015,Bangalore,"Anand Prabhu Subramanian, Vijay Gabale","Mela Ventures, 1Crowd",1500000.0,Pre-series A,2020,Technology
2020-08-18,Forbidden Foods,2016,Delhi,Anuj Krishnan,"Globevestor, Secocha Ventures, First Cheque VC, Kashyap Deorah, Vijay Sivaram",1000000.0,Seed Round,2020,Consumables
2020-08-19,LetsTransport,2015,Bangalore,"Pushkar Singh, Sudarshan Ravi, Ankit Parasher",Stride Ventures,1313500.0,Series A,2020,Technology
2020-08-19,UzhavarBumi,2017,Tamil Nadu,"Vetrivel Palani, Paneerselvam",Angel Network,3000000.0,Series A,2020,Consumables
2020-08-19,Biocon,1978,Bangalore,Kiran Mazumdar-Shaw,Goldman Sachs,15000000.0,Series A,2020,Automotive
2020-08-19,Docsapp,2015,Bangalore,Satish Kannan,"Bessemer Venture Partners India, Fusian Capital, Rebright Partners, Milliways Fund LLC",9500000.0,Series A,2020,Healthcare
2020-08-19,Crysta,2018,Delhi,Byju Raveendran,"Green Shots Capital, Alfa Ventures, Real Time Venture, Petrotech, Steel City Securities, Lalit Wadhwa, Dr Kriti Maroli",1403400.0,Pre-series A,2020,Healthcare
2020-08-20,InnAccel,2012,Bangalore,Siraj Dhanani,Mount Judi Ventures,1500000.0,Pre-series A,2020,Technology
2020-08-21,Rebel Foods,2016,Bangalore,"Jaydeep Barman, Kallol Bannerjee",Coatue Management,50000000.0,Series A,2020,Consumables
2020-08-21,Aqgromalin,2019,Chennai,"Prasanna Manogaran, Bharani C L",Angel investors,200000.0,Series A,2020,Technology
2020-08-21,DebugsBunny,2020,Pune,Sumit Sanjay Singare,India Angel Fund,100000.0,Series A,2020,Education
2020-08-21,Instasolv,2019,Noida,"Aditya Singhal, Nishant Sinha, Bahul Arora",Undisclosed,2000000.0,Pre-series A,2020,Education
2020-08-22,Assiduus,2016,Bangalore,Somdutta Singh,VC Firm K Partners,1000000.0,Series A,2020,E-Commerce
2020-08-22,5C Network,2014,Bangalore,Kalyan Sivasailam,"Axilor Ventures, Unitus Ventures",1200000.0,Pre-series A,2020,Healthcare
2020-08-22,Zhangmen,2005,Shanghai,Yi Zhang,"CICC Alpha, VMS Asset Management",400000000.0,Series A,2020,Education
2020-08-23,Edvizo,2016,Bangalore,Ravi Nishant,Inflection Point Ventures,150000.0,Seed Round,2020,Education
2020-08-23,Mindhouse,2019,Gurugram,"Pankaj Chaddah, Staff Pooja Khanna","GGV Capital, Sahi Barual",286000.0,Series A,2020,Healthcare
2020-08-23,Qure ai,2016,Mumbai,"Prashant Warier, Pooja Rao",Sequoia India,16000000.0,Series A,2020,Healthcare
2020-08-24,VestSpace,2018,Pune,Arun Kumar Sureban,Next Capital,10000000.0,Series A,2020,Technology
2020-08-24,Ultraviolette Automotive,2014,Bangalore,"Narayan Subramaniam, Niraj Rajmohan",TVS Motor Company,4000000.0,Series B,2020,Automotive
2020-08-26,Monet Networks,2014,California,Anurag Bist,"SenseAI Ventures, EvoNexus",500000.0,Bridge,2020,Technology
2020-08-26,CoinDCX,2017,Mumbai,"Neeraj Khandelwal, Sumit Gupta","Coinbase Ventures, Polychain",10000000.0,Series B,2020,FinTech
2020-08-26,Jumbotail,2015,Bangalore,"Ashish Jhina, Karthik Venkateswaran",Nexus Venture Partners and 23 High Networth Individuals (HNIs),11000000.0,Series B2,2020,E-Commerce
2020-08-26,LEAD School,2012,Mumbai,"Sumeet Yashpal Mehta, Smita Deorah","WestBridge Capital, Elevar Equity",28000000.0,Series C,2020,Education
2020-08-27,Furlenco,2012,Bangalore,Ajith Mohan Karimpana,"Chowdry Associates, Lightbox",10000000.0,Series A,2020,E-Commerce
2020-08-27,1MG,2015,Gurugram,"Prashant Tandon, Gaurav Agarwal, Vikas Chauhan",Bill & Melinda Gates Foundation,9900000.0,Series A,2020,Healthcare
2020-08-28,Generico,2016,Mumbai,Siddharth Gadia,Alteria Capital,1400000.0,Series A,2020,Other
2020-08-28,Power Gummies,2018,Delhi,Divij Bajaj,Venture Catalysts,3000000.0,Series A,2020,Healthcare
2020-08-29,Lido Learning,2016,Mumbai,Sahil Sheth,Bace Capital,7500000.0,Series B,2020,Education
2020-08-29,GoldenPi,2017,Bangalore,"Abhijit Roy, Samir Pratihar",Rainmatter Capital,459000.0,Series A,2020,FinTech
2020-08-30,TagZ Foods,2019,Bangalore,"Sagar Bhalotia, Anish Basu Roy","Exfinity Venture Partners, Shesh Kondi",3000000.0,Series A,2020,Consumables
2020-08-31,Milkbasket,2015,Gurugram,Anant Goel,Inflection Point Ventures,5500000.0,Series A,2020,Logistics
2020-08-31,SaScan,2016,Bangalore,Subhash Narayanan,Unicorn India ventures,3000000.0,Series A,2020,Automotive
2020-08-31,Cityflo,2015,Mumbai,"Advaith Vishwanath, Ankit Agrawal, Jerin Venad, Rushabh Shah, Sankalp Kelshikar, Subhash Sundaravadivelu","Anupam Mittal, India Quotient",7000000.0,Series A,2020,Logistics
2020-08-31,Metvy,2018,Gurgaon,Shawrya Mehrotra,HostelFund,3000000.0,Pre-series,2020,Technology
2020-08-31,Rentmojo,2012,Bangalore,Geetansh Bamania,"Gautam Dalmia, Pratithi Investment Trust, Shri Investment",2980000.0,Series A,2020,Logistics
2020-08-31,Locale ai,2019,Bangalore,"Rishabh Jain, Aditi Sinha",Better Capital,3000000.0,Series A,2020,Other
2020-09-01,Etrio,2017,Hyderabad,Deepak MV,HNIs,3000000.0,Series A,2020,Energy
2020-09-01,Vedantu,2011,Bangalore,"Saurabh Saxena, Pulkit Jain, Anand Prakash, Vamsi Krishna",Coatue,100000000.0,Series D,2020,Education
2020-09-01,EpiFi,2016,Bangalore,"Sujith Narayanan, Sumit Gwalani","Sequoia India, Ribbit Capital",13200000.0,Seed Round,2020,FinTech
2020-09-01,Winuall,2019,Bangalore,"Ashwini Purohit, MS Chouhan","Amit Lakhotia, Akash Gehani",2000000.0,Series A,2020,Education
2020-09-03,Zvesta,2015,Gurugram,"Rajan Dang, Anushree Srivastava",Hindustan Media Ventures,5500000.0,Series A,2020,Technology
2020-09-03,Piggy Ride,2016,Bangalore,Manish Tewari,"JAFCO Asia, Artha Venture Fund",1862000.0,Pre-series A,2020,Technology
2020-09-04,Apna.co,2019,Bangalore,Nirmit Parikh,"Lightspeed India, Sequoia Capital India",8000000.0,Series A,2020,Other
2020-09-04,Shiprocket,2017,Bangalore,Saahil Goel,"Tribe Capital, Innoven Capital, BII",13000000.0,Series C,2020,Technology
2020-09-04,i3 Systems,2016,Mumbai,"Dr Mallesh Bommanahal, Varzavand Batliwala","Hatanaka Yosuke, Minomiya Takeo",1050000.0,Pre-series A,2020,Finance
2020-09-05,Purplle,2012,Mumbai,"Manish Taneja, Rahul Dash",Verlinvest,8000000.0,Series A,2020,Wellness/Beauty
2020-09-05,Signzy,2015,Bangalore,"Ankit Ratan, Ankur Pandey, Arpit Ratan","GenNext Ventures, Contrarian Drishti Partners",5400000.0,Series A,2020,FinTech
2020-09-05,CredoLab,2015,Singapore,Peter Barcak,"GB Group, Walden International",7000000.0,Series A,2020,Technology
2020-09-05,Expertrons,2019,Mumbai,Jatin Solanki,"Rohit Chanana, Sukanta Ganguly",3000000.0,Series A,2020,Education
2020-09-06,Hevo,2017,Bangalore,"Manish Jethani, Sourabh Agarwal","Qualgro, Lachy Groom",8000000.0,Series A,2020,Technology
2020-09-07,Masai School,2019,Bangalore,"Prateek Shukla, Nrupul Dev, Yogesh Bhat","Unitus Ventures, India Quotient, AngelList India",2500000.0,Series A,2020,Education
2020-09-07,Spinny,2015,Haryana,"Niraj Singh, Mohit Gupta, Ramanshu Mahuar","Nandan Nilekani, Sanjeev Aggarwal",43700000.0,Series B,2020,Other
2020-09-07,Xpressbees,2015,Pune,"Amitava Saha, Supam Maheshwari","Alibaba Group, InnoVen Capital",100000000.0,Series A,2020,E-Commerce
2020-09-07,HempStreet,2019,Bangalore,Abhishek Mohan,Pharmacon Holdings,1000000.0,Pre-series A,2020,Healthcare
2020-09-07,Finelistings,2015,New Delhi,Aneesh Mathur,Justdial,3000000.0,Series A,2020,Automotive
2020-09-07,Ayana,2017,Bangalore,Shivanand N,"NIIF Ltd, CDC Group",390000000.0,Series A,2020,Energy
2020-09-07,Zimyo,2018,Gurgaon,"Ajay Kadyan, Kumar Mayank","Abhishant Pant, Chiranth Patil",1500000.0,Seed,2020,Technology
2020-09-08,IncNut Digital,2011,Hyderabad,"Chaitanya Nallan, Sangram Simha, Veerendra Shivhare",RPSG Ventures,4000000.0,Series A,2020,E-Commerce
2020-09-08,Artivatic.ai,2017,Bangalore,Layak Singh,"SenseAI Ventures, Saurabh Chugh",3000000.0,Series A,2020,Technology
2020-09-10,MobiGarage,2017,New Delhi,"Vaibhav Kapoor, Pulkit Kapoor",Venture Catalysts,3000000.0,Pre-series A,2020,E-Commerce
2020-09-10,LendingKart,2014,Ahmedabad,"Public banks, Private lenders","Fullerton Financial Holdings, Bertelsmann India Investments, Sistema Asia Fund, IndiaQuotient",16076000.0,Series D,2020,FinTech
2020-09-10,MikeLegal,2017,Gurugram,"Tushar Bhargava, Anshul Gupta","SOSV, Artesian",3000000.0,Seed,2020,Technology
2020-09-10,Nykaa,2012,Mumbai,Falguni Nayar,"Alia Bhatt, Katrina Kaif",3000000.0,Series A,2020,Wellness/Beauty
2020-09-10,Convosight,2019,Hyderabad,"Tarun Dhamija, Kartik Bansal","IvyCap Ventures, Sequoia Capital",4000000.0,Pre-series A,2020,Technology
2020-09-10,FabHotels,2014,Gurugram,"Adarsh Manpuria, Vaibhav Aggarwal","RB Investments Pte. Ltd, Goldman Sachs",1030000.0,Series B,2020,Hospitality
2020-09-11,GenieTalk,2016,Indore,"Santosh Kataria, Ankit Kimtee, Vivek Jain",Venture Catalysts,750000.0,Series A,2020,Technology
2020-09-11,Camp K12,2016,Gurugram,"Anshul Bhagi, Sandeep Bhagi","Matrix Partners, SAIF Partners",4000000.0,Seed Round,2020,Education
2020-09-12,BigSpoon Foods,2019,Ahmedabad,"Kapil Mathrani, Rohan Bhatt, Poojan Thakkar","Urmin Family Office, Lemonade Ventures, TrueValue Group MD Yash Shah",2000000.0,Pre-series A,2020,Consumables
2020-09-12,Country Delight,2015,Haryana,"Chakradhar Gade, Nitin Kaushal","IIFL Asset Management, Matrix Partners",25000000.0,Series C,2020,Consumables
2020-09-12,Nykaa,2012,Mumbai,Falguni Nayar,Steadview capital,13137000.0,Series A,2020,E-Commerce
2020-09-12,Indusface,2004,Bangalore,"Venkatesh Sundar, Nandini Tandon",Tata Capital Growth Fund II,5000000.0,Series A,2020,Technology
2020-09-12,Euler Motors,2016,Delhi,Saurav Kumar,Inventus III India Fund,2530000.0,Series A,2020,Automotive
2020-09-13,Grinntech,2013,Dehradun,"Nikhilesh Mishra, Puneet Jain","Ashok Leyland, V Lakshmi Narayanan",2000000.0,Series A,2020,Energy
2020-09-13,MoooFarm,2019,Gurugram,"Param Singh, Aashna Singh, Abhijeet Mittal, Jitesh Arora","Navus Ventures, Rockstart",500000.0,Pre-seed,2020,Technology
2020-09-14,Wealth Bucket,2018,Bangalore,"Himanshu Jain, Pulkit Jain","NorthStar, Vinod Khatumal",3000000.0,Series A,2020,FinTech
2020-09-14,Procol,2018,Delhi,"Gaurav Baheti, Sumit Mendiratta",Sequoia Surge,3823000.0,Series A,2020,Technology
2020-09-14,Expertrons,2016,Mumbai,"Vivek Gupta, Jatin Solanki","Nikhil Vora, Iceland Venture Studio, LetsVenture, Samyakth Capital",3000000.0,Seed Round,2020,Technology
2020-09-14,Dot Pvt. Ltd,2016,Gurugram,Shailaz Nag,"PayU, Fosun RZ Capital",8000000.0,Seed Round,2020,FinTech
2020-09-14,HungerBox,2015,Bangalore,"Sandipan Mitra, Uttam Kumar",IIFL Income Opportunities Fund,6700000.0,Series C,2020,Consumables
2020-09-15,mCaffeine,2015,Mumbai,"Tarun Sharma, Vikas Lachhwani","RPSG Ventures, Amicus Capital",2900000.0,Series B,2020,Automotive
2020-09-15,GetVantage,2019,Mumbai,"Amit Srivastava, Bhavik Vasa, Sachin Tagra, Sachin Tagra","Samyakth Capital, Venture Catalysts",5000000.0,Seed,2020,FinTech
2020-09-16,DaMENSCH,2018,Bangalore,"Anurag Saboo, Gaurav Pushkar","Whiteboard Capital, Matrix Partners India",6000000.0,Series A,2020,E-Commerce
2020-09-16,Chargebee,2011,San Francisco,"KP Saravanan, Krish Subramanian, Rajaraman Santhanam, Thiyagarajan T","Accel, Steadview Capital",55000000.0,Series F,2020,Technology
2020-09-16,Nimesa,2018,Bangalore,"Tapesh Goyal, Rajesh Vaidhyanathan",Ideaspring capital,3000000.0,Series A,2020,Technology
2020-09-16,Rage Coffee,2016,Delhi,Bharat Sethi,Refex Capital,3000000.0,Series A,2020,Consumables
2020-09-16,Refrens,2019,Bangalore,"Naman Sarawagi, Mohit Jain","Vijay Shekhar Sharma, Anupam Mittal",1000000.0,Seed Round,2020,Technology
2020-09-17,Goodmylk,2017,Bangalore,Abhay Rangan,"Ginni International, Elisa Khong, Sandeep Singh, VegInvest",400000.0,Seed Round,2020,Consumables
2020-09-17,Snackible,2015,Mumbai,Byju Raveendran,"Mumbai Angels, Murali Nair",3000000.0,Bridge,2020,Automotive
2020-09-18,Trukky,2015,Ahmedabad,"Saswat Sahu, Rishi Raj",Mumbai Angels.,3000000.0,Series A,2020,Logistics
2020-09-19,Nutrova,2013,Mumbai,Akshay Pai,DSG Consumer Partners,3000000.0,Pre-series A,2020,Agriculture
